especie,familia,genero,latitude,longitude,estado,municipio,ano,mes,tipo_registro,dataset,id_gbif
Actinostella Flosculifera,Actiniidae,Actinostella,-13.015447,-38.4687,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938699082
Pandion Haliaetus,Pandionidae,Pandion,-20.256081,-40.259746,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938699104
Epilachna Cacica,Coccinellidae,Epilachna,-9.947264,-55.890846,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938699176
Mimus Gilvus,Mimidae,Mimus,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938699260
Mallodon Dasystomum,Cerambycidae,Mallodon,-3.966885,-38.367162,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938700137
Nagurus Nanus,Trachelipodidae,Nagurus,-9.656384,-35.973146,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938700430
Bowlesia Incana,Apiaceae,Bowlesia,-24.942978,-50.139194,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938700455
Syrigma Sibilatrix,Ardeidae,Syrigma,-22.98401,-52.471898,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938700461
Leucozonia Nassa,Fasciolariidae,Leucozonia,-19.935082,-40.13008,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938701416
Myiornis Auricularis,Tyrannidae,Myiornis,-23.044461,-43.532993,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938701458
Ptecticus Testaceus,Stratiomyidae,Ptecticus,-16.65388,-49.336991,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938701563
Chaetura Meridionalis,Apodidae,Chaetura,-26.512713,-49.117815,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938701703
Diodora Cayenensis,Fissurellidae,Diodora,-13.015084,-38.468509,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938701736
Eupetomena Cirrochloris,Trochilidae,Eupetomena,-22.458767,-43.218572,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703138
Ortilia Ithra,Nymphalidae,Ortilia,-29.610419,-53.955976,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703149
Enyalius Iheringii,Leiosauridae,Enyalius,-23.796672,-46.676809,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703151
Stolas Chalybaea,Chrysomelidae,Stolas,-29.609984,-53.955272,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703154
Riodina Lycisca,Riodinidae,Riodina,-29.609871,-53.955606,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703155
Doxocopa Laurentia,Nymphalidae,Doxocopa,-29.656217,-53.780269,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703788
Bothrops Jararacussu,Viperidae,Bothrops,-24.03029,-47.35232,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703821
Charadrius Semipalmatus,Charadriidae,Charadrius,-20.268075,-40.263004,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938703857
Callithrix Geoffroyi,Callitrichidae,Callithrix,-18.884714,-41.015385,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938704824
Chamaecrista Ensiformis,Fabaceae,Chamaecrista,-5.44622,-35.303163,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938704955
Anartia Amathea,Nymphalidae,Anartia,-29.608518,-53.957638,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938705048
Anartia Amathea,Nymphalidae,Anartia,-30.089717,-51.248773,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938705088
Caligo Brasiliensis,Nymphalidae,Caligo,-26.507322,-49.125185,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938705216
Galbula Ruficauda,Galbulidae,Galbula,-23.043934,-43.532502,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938706610
Arthrocereus Melanurus,Cactaceae,Arthrocereus,-21.602711,-43.856141,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938706617
Oiketicus Kirbyi,Psychidae,Oiketicus,-21.078337,-41.509097,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707259
Ascalapha Odorata,Erebidae,Ascalapha,-23.63986,-46.86882,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707510
Achirus Declivis,Achiridae,Achirus,-16.897415,-39.113738,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707628
Tivela Mactroides,Veneridae,Tivela,-4.523598,-37.702685,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707942
Tomodon Dorsatus,Colubridae,Tomodon,-29.590178,-51.171642,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707948
Ardea Alba,Ardeidae,Ardea,-2.484417,-44.264105,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938707983
Thraupis Palmarum,Thraupidae,Thraupis,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938708115
Armadillidium Vulgare,Armadillidiidae,Armadillidium,-20.22063,-40.202863,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938708582
Lithraea Brasiliensis,Anacardiaceae,Lithraea,-30.341162,-51.037869,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938708651
Hippeastrum Stylosum,Amaryllidaceae,Hippeastrum,-6.376825,-35.288785,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938708757
Passiflora Misera,Passifloraceae,Passiflora,-29.609108,-53.95753,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938709473
Camponotus Sericeiventris,Formicidae,Camponotus,-19.928053,-40.525613,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711580
Nesticodes Rufipes,Theridiidae,Nesticodes,-29.01393,-49.444865,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711630
Hibiscus Archeri,Malvaceae,Hibiscus,-22.929845,-42.284883,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711668
Furcraea Foetida,Asparagaceae,Furcraea,-23.566525,-46.738567,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711691
Ipomoea Pes-Caprae,Convolvulaceae,Ipomoea,-20.272143,-40.254119,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711706
Euphonia Chlorotica,Fringillidae,Euphonia,-19.504712,-43.917457,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938711741
Pleurotus Djamor,Pleurotaceae,Pleurotus,-23.055145,-46.63862,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938713197
Sinningia Allagophylla,Gesneriaceae,Sinningia,-22.688306,-45.478736,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938715313
Eriphia Gonagra,Eriphiidae,Eriphia,-6.068305,-35.097073,Rio Grande Do Norte,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938715565
Coleus Scutellarioides,Lamiaceae,Coleus,-20.390356,-41.025727,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938715612
Basileuterus Culicivorus,Parulidae,Basileuterus,-21.949514,-46.655014,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938715656
Megaceryle Torquata,Alcedinidae,Megaceryle,-22.093789,-41.137373,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938715799
Passer Domesticus,Passeridae,Passer,-15.869232,-47.921336,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938718321
Vanellus Chilensis,Charadriidae,Vanellus,-9.157219,-36.042106,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938718360
Cassia Fistula,Fabaceae,Cassia,-3.948746,-38.276104,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938718391
Vanellus Chilensis,Charadriidae,Vanellus,-1.269428,-48.442868,Pará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938718408
Laguncularia Racemosa,Combretaceae,Laguncularia,-22.093789,-41.137373,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938719377
Myiornis Auricularis,Tyrannidae,Myiornis,-26.517538,-49.060215,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938719423
Vanellus Chilensis,Charadriidae,Vanellus,-15.588239,-56.090516,Mato Grosso,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938719448
Mimus Saturninus,Mimidae,Mimus,-29.723992,-53.723812,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938719907
Callonetta Leucophrys,Anatidae,Callonetta,-29.882471,-50.240977,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720217
Bubulcus Ibis,Ardeidae,Bubulcus,-9.157658,-36.042802,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720461
Nothura Maculosa,Tinamidae,Nothura,-21.041362,-40.823032,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720505
Lycorea Cleobaea,Nymphalidae,Lycorea,-22.452224,-44.085981,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720510
Donax Hanleyanus,Donacidae,Donax,-20.268075,-40.263004,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720692
Adiantum Raddianum,Pteridaceae,Adiantum,-29.632711,-53.611804,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720762
Dichorisandra Velutina,Commelinaceae,Dichorisandra,-19.151825,-40.069289,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720801
Pleroma Granulosum,Melastomataceae,Pleroma,-23.567082,-46.738087,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,5938720919
Megaptera Novaeangliae,Balaenopteridae,Megaptera,-23.563925,-45.073407,,,2026,1,HUMAN_OBSERVATION,Happywhale - Humpback whale in South Atlantic Ocean,5994199397
Megaptera Novaeangliae,Balaenopteridae,Megaptera,-23.562021,-45.074333,,,2026,1,HUMAN_OBSERVATION,Happywhale - Humpback whale in South Atlantic Ocean,5994199404
Miconia Tococa,Melastomataceae,Miconia,-1.062639,-46.737028,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889302
Myrcia Selloi,Myrtaceae,Myrcia,-1.014417,-46.839639,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889304
Pentodon Pentandrus,Rubiaceae,Pentodon,-1.292,-46.923778,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889305
Hydrolea Palustris,Hydroleaceae,Hydrolea,-1.292,-46.923778,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889306
Ouratea Cassinifolia,Ochnaceae,Ouratea,-0.989444,-46.861194,Pará,Tracuateua,2026,1,PRESERVED_SPECIMEN,,6061889308
Miconia Affinis,Melastomataceae,Miconia,-0.980833,-46.867028,Pará,Tracuateua,2026,1,PRESERVED_SPECIMEN,,6061889309
Chamaecrista Bahiae,Fabaceae,Chamaecrista,-1.292361,-46.920528,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889316
Typhonium Roxburghii,Araceae,Typhonium,-1.056528,-46.786139,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889318
Psychotria Pedunculosa,Rubiaceae,Psychotria,-1.062806,-46.737167,Pará,Bragança,2026,1,PRESERVED_SPECIMEN,,6061889322
Egretta Thula,Ardeidae,Egretta,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129675138
Mimus Saturninus,Mimidae,Mimus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129676891
Stelgidopteryx Ruficollis,Hirundinidae,Stelgidopteryx,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129677632
Pitangus Sulphuratus,Tyrannidae,Pitangus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129678042
Gallinula Chloropus,Rallidae,Gallinula,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129679136
Furnarius Figulus,Furnariidae,Furnarius,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129679332
Callithrix Jacchus,Callitrichidae,Callithrix,-22.967552,-43.224121,,,2026,1,HUMAN_OBSERVATION,,6129679696
Hydrochoeris Hydrochaeris,Caviidae,Hydrochoeris,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129679787
Brotogeris Tirica,Psittacidae,Brotogeris,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129680726
Turdus Rufiventris,Turdidae,Turdus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129680977
Tangara Seledon,Thraupidae,Tangara,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681261
Larus Dominicanus,Laridae,Larus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681299
Megaceryle Torquata,Alcedinidae,Megaceryle,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681324
Tyrannus Melancholicus,Tyrannidae,Tyrannus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681481
Patagioenas Picazuro,Columbidae,Patagioenas,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681793
Fluvicola Nengeta,Tyrannidae,Fluvicola,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129681816
Zonotrichia Capensis,Passerellidae,Zonotrichia,-22.967552,-43.224121,,,2026,1,HUMAN_OBSERVATION,,6129683415
Hippobroma Longiflora,Campanulaceae,Hippobroma,-22.967552,-43.224121,,,2026,1,HUMAN_OBSERVATION,,6129684084
Vanellus Chilensis,Charadriidae,Vanellus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129684890
Coereba Flaveola,Thraupidae,Coereba,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129685018
Hirundinea Ferruginea,Tyrannidae,Hirundinea,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129685079
Tropidurus Torquatus,Tropiduridae,Tropidurus,-22.967552,-43.224121,,,2026,1,HUMAN_OBSERVATION,,6129685178
Columbina Talpacoti,Columbidae,Columbina,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129685374
Ardea Alba,Ardeidae,Ardea,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129685455
Coragyps Atratus,Cathartidae,Coragyps,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129686530
Phalacrocorax Brasilianus,Phalacrocoracidae,Phalacrocorax,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129686967
Ligia Exotica,Ligiidae,Ligia,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129687037
Turdus Leucomelas,Turdidae,Turdus,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129687402
Chelonia Mydas,Cheloniidae,Chelonia,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129687433
Furnarius Rufus,Furnariidae,Furnarius,-22.823574,-43.294762,,,2026,1,HUMAN_OBSERVATION,,6129687669
Alagoasa Decemguttata,Chrysomelidae,Alagoasa,-25.803867,-51.992594,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812319
Agrius Cingulata,Sphingidae,Agrius,-2.550913,-44.20563,Maranhão,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812322
Ortilia Liriope,Nymphalidae,Ortilia,-1.425294,-48.43137,Pará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812487
Theristicus Caudatus,Threskiornithidae,Theristicus,-15.76537,-47.877836,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812717
Molothrus Bonariensis,Icteridae,Molothrus,-22.608871,-47.056156,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812762
Pecari Tajacu,Tayassuidae,Pecari,-14.837425,-45.917034,Bahia,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812764
Phalacrocorax Brasilianus,Phalacrocoracidae,Phalacrocorax,-23.458281,-46.634675,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812856
Celeus Flavescens,Picidae,Celeus,-23.638285,-46.704865,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129812904
Euptoieta Hegesia,Nymphalidae,Euptoieta,-3.806367,-38.510084,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129813034
Estrilda Astrild,Estrildidae,Estrilda,-9.415636,-36.629136,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129813333
Aechmea Blanchetiana,Bromeliaceae,Aechmea,-20.606716,-40.419146,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129813452
Tacinga Inamoena,Cactaceae,Tacinga,-7.389548,-36.319647,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814071
Tyrannus Melancholicus,Tyrannidae,Tyrannus,-31.754232,-52.394193,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814117
Sosxetra Grata,Erebidae,Sosxetra,-24.056062,-47.993466,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814153
Trichonephila Clavipes,Araneidae,Trichonephila,-23.639097,-46.619536,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814198
Trichonephila Clavipes,Araneidae,Trichonephila,-23.639321,-46.61946,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814268
Peltophorum Dubium,Fabaceae,Peltophorum,-22.37449,-46.93284,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814934
Thecla Imma,Lycaenidae,Thecla,-22.740846,-45.594391,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814940
Malpighia Emarginata,Malpighiaceae,Malpighia,-27.504672,-48.414378,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129814972
Iphigenia Brasiliensis,Donacidae,Iphigenia,-9.264777,-35.363862,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815309
Coereba Flaveola,Thraupidae,Coereba,-7.87096,-38.087678,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815441
Chrysomus Ruficapillus,Icteridae,Chrysomus,-21.489085,-48.044572,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815480
Dynamine Mylitta,Nymphalidae,Dynamine,-23.643647,-46.624687,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815578
Xenops Rutilans,Furnariidae,Xenops,-26.524529,-49.148271,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815582
Ilargus Coccineus,Salticidae,Ilargus,-23.193825,-47.009753,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815706
Rostrhamus Sociabilis,Accipitridae,Rostrhamus,-22.542992,-44.800252,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815770
Corydalus Australis,Corydalidae,Corydalus,-22.895556,-49.245561,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815843
Omophoita Sexnotata,Chrysomelidae,Omophoita,-23.643897,-46.62452,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815937
Phrynops Geoffroanus,Chelidae,Phrynops,-7.940989,-35.628704,Pernambuco,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129815973
Araucaria Angustifolia,Araucariaceae,Araucaria,-20.255631,-46.402883,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816344
Sicalis Flaveola,Thraupidae,Sicalis,-23.546129,-46.308401,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816434
Persea Americana,Lauraceae,Persea,-21.98171,-47.876344,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816472
Versigonalia Ruficauda,Cicadellidae,Versigonalia,-22.421772,-44.54247,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816485
Dione Vanillae,Nymphalidae,Dione,-15.735233,-47.924083,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816488
Sapajus Libidinosus,Cebidae,Sapajus,-16.686849,-49.27079,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816512
Cuphea Carthagenensis,Lythraceae,Cuphea,-23.914056,-46.279672,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816529
Chlosyne Lacinia,Nymphalidae,Chlosyne,-16.686849,-49.27079,Goiás,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816537
Fluvicola Nengeta,Tyrannidae,Fluvicola,-22.966545,-43.22448,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816552
Zonotrichia Capensis,Passerellidae,Zonotrichia,-15.772696,-47.921102,Distrito Federal,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816804
Automeris Amoena,Saturniidae,Automeris,-6.354152,-39.282163,Ceará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816874
Callicebus Nigrifrons,Pitheciidae,Callicebus,-22.299165,-47.040796,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816890
Rupornis Magnirostris,Accipitridae,Rupornis,-21.939696,-41.117528,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129816980
Battus Polystictus,Papilionidae,Battus,-29.624771,-52.203667,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817020
Rupornis Magnirostris,Accipitridae,Rupornis,-22.278622,-47.149784,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817030
Camponotus Cingulatus,Formicidae,Camponotus,-25.542193,-48.302599,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817223
Menemerus Bivittatus,Salticidae,Menemerus,-19.935137,-40.599953,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817233
Pachyramphus Castaneus,Cotingidae,Pachyramphus,-22.43511,-43.161405,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817281
Anhinga Anhinga,Anhingidae,Anhinga,-22.429032,-45.452733,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817283
Sedum Ebracteatum,Crassulaceae,Sedum,-7.730981,-35.877127,Paraíba,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817318
Macugonalia Leucomelas,Cicadellidae,Macugonalia,-29.631461,-53.612432,Rio Grande Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817441
Pachycymbiola Brasiliana,Volutidae,Pachycymbiola,-29.021878,-49.445703,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817516
Nesticodes Rufipes,Theridiidae,Nesticodes,-27.075598,-48.884155,Santa Catarina,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129817610
Megalobulimus Oblongus,Strophocheilidae,Megalobulimus,-16.713143,-43.962749,Minas Gerais,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129818026
Nycticorax Nycticorax,Ardeidae,Nycticorax,-23.967081,-46.374558,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129818194
Ipomoea Imperati,Convolvulaceae,Ipomoea,-0.763915,-48.512538,Pará,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129818339
Canis Lupus,Canidae,Canis,-25.917519,-53.475657,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129818454
Ara Chloropterus,Psittacidae,Ara,-21.56731,-56.465682,Mato Grosso Do Sul,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129818737
Turdus Rufiventris,Turdidae,Turdus,-24.184103,-46.789768,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129819248
Compsothraupis Loricata,Thraupidae,Compsothraupis,-9.429993,-36.612527,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129819622
Penelope Obscura,Cracidae,Penelope,-20.471078,-41.001053,Espírito Santo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129819958
Passer Domesticus,Passeridae,Passer,-25.64844,-49.306724,Paraná,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129820061
Myiarchus Ferox,Tyrannidae,Myiarchus,-9.531774,-35.849388,Alagoas,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129820558
Lomariocycas Schomburgkii,Blechnaceae,Lomariocycas,-22.312542,-44.790824,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129820653
Anartia Jatrophae,Nymphalidae,Anartia,-23.638836,-46.620985,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129822362
Celeus Flavescens,Picidae,Celeus,-23.572523,-46.726164,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129822377
Theristicus Caudatus,Threskiornithidae,Theristicus,-21.489085,-48.044572,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129823248
Picumnus Albosquamatus,Picidae,Picumnus,-20.731671,-48.065697,São Paulo,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129823367
Bixa Orellana,Bixaceae,Bixa,-8.952321,-72.790821,Acre,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129823368
Alstroemeria Isabelleana,Alstroemeriaceae,Alstroemeria,-22.385801,-44.678786,Rio De Janeiro,,2026,1,HUMAN_OBSERVATION,iNaturalist research-grade observations,6129823665
